director_name,no_of_fb_likes,total_profit,total_imdb_score
Mark Rosman,15.0,1.6107345,5.7
Scott Kalvert,9.0,0.6044618,5.6
Richard Linklater,0.0,6.645420210559829,7.327272727272727
Cory Edwards,19.0,2.917359257142857,6.5
Peter Cousens,5.0,0.0,6.2
Gregory Poirier,5.0,1.2326126363636363,5.3
Jeff Wadlow,65.0,4.103842521428572,6.366666666666667
Julian Jarrold,11.0,0.5655730606060606,7.1
Todd Graff,650.0,0.748536915,6.050000000000001
Martin McDonagh,454.0,0.7582297,7.6
Billy Ray,53.0,0.18399791666666668,6.7
Bryan Singer,0.0,1.5461986090258812,7.2875000000000005
Francis Ford Coppola,0.0,3.5572212116238173,7.418181818181819
William A. Fraker,28.0,0.4444444444444444,5.0
Guillaume Ivernel,0.0,0.0,6.6
Amy Holden Jones,11.0,0.0,6.1
Steve Gomer,9.0,0.7429678666666667,2.8
Lisa Cholodenko,450.0,5.943782,7.1
Tim Miller,84.0,6.2590390172413795,8.1
John Moore,212.0,0.9595221729554865,5.799999999999999
Ole Bornedal,30.0,3.5087370714285715,5.9
F. Gary Gray,473.0,2.954194124658955,6.937499999999999
Anthony O'Brien,7.0,0.0,5.5
Damien Chazelle,141.0,3.9672727272727273,8.5
Dan Scanlon,37.0,1.342441645,7.3
Jacob Aaron Estes,9.0,1.207886,7.3
Charles Chaplin,0.0,0.10883,8.6
David O. Russell,737.0,2.3373104007548706,6.7749999999999995
Stanley Donen,134.0,0.0,8.3
Shimit Amin,6.0,0.0,7.5
Tony Maylam,6.0,0.7758317142857143,6.2
Martin Koolhoven,12.0,0.135715,7.1
Ward Roberts,12.0,0.0,6.5
Steve Barron,48.0,0.60366168,5.3
Julie Davis,12.0,0.0,5.4
Ramaa Mosley,6.0,0.007381111111111111,6.4
Mick Jackson,81.0,2.7026594666666663,5.75
Phillip Noyce,176.0,1.1947125995240024,6.7666666666666675
Kevin Hamedani,23.0,0.0,5.1
Henry Alex Rubin,30.0,0.870685305943112,7.8
Jorma Taccone,434.0,0.8460995,5.5
John Luessenhop,34.0,3.0042660000000003,5.5
Daniel Sackheim,12.0,0.5983810333333334,5.8
Victor Nunez,9.0,2.302701087962963,7.15
Mike Flanagan,59.0,2.7689474,6.15
Justin Paul Miller,0.0,0.0,8.3
Oliver Parker,32.0,0.5157848757936507,6.475
Ossie Davis,282.0,0.0,6.6
Mickey Liddell,7.0,2.6700354,3.8
Sam Fell,18.0,0.8469791666666666,6.1
Matt Piedmont,4.0,0.9825396666666667,5.5
David Nutter,119.0,1.1607554,5.5
Sheldon Lettich,23.0,1.2762229,6.1
Philip Saville,10.0,0.23929923529411765,7.7
Danny Steinmann,13.0,9.681818181818182,4.7
Alex Ranarivelo,20.0,0.0,4.8
Mora Stephens,5.0,0.0,5.7
Forest Whitaker,0.0,2.001126,5.9
David E. Talbert,68.0,2.5370136470588234,5.0
Douglas Cheek,4.0,0.0,5.5
Ben Wheatley,214.0,0.026297,6.4
Nicolae Constantin Tanase,0.0,0.0,6.5
Joe Swanberg,217.0,0.2148857142857143,5.85
Rowdy Herrington,9.0,0.8838243529411764,6.6
Stewart Raffill,12.0,0.0,4.55
Jeremy Saulnier,57.0,0.44295007178453283,7.1
Ridley Scott,0.0,1.2681507435298653,7.070588235294117
John Sturges,120.0,0.0,8.3
Mark Griffiths,4.0,0.0,6.3
Liz Friedlander,3.0,1.1567742666666667,6.7
Mike Mayhall,14.0,0.0,8.6
David Caffrey,4.0,0.0,6.1
Kim Farrant,93.0,0.0,5.2
Guillermo del Toro,0.0,1.324052497678123,7.140000000000001
Michael Corrente,30.0,0.5457708928571429,6.4
Khalid Mohamed,10.0,0.610991,6.2
Justin Lin,681.0,3.6843933712432433,6.840000000000001
Derek Cianfrance,310.0,2.0987136,7.35
Phil Lord,97.0,3.168334287619048,7.2749999999999995
Andrew Erwin,10.0,1.0429707,6.1
Ricki Stern,15.0,0.005555,7.7
Greg Berlanti,112.0,1.744858,7.0
Frank Lotito,5.0,0.0,8.2
Neil Marshall,197.0,2.598480087301587,6.533333333333334
Paul Thomas Anderson,0.0,0.933771796768018,7.516666666666667
George Sidney,24.0,0.7075666737865564,6.833333333333333
Chris Shadley,0.0,0.0,5.5
Chris Buck,69.0,2.6715773333333335,7.6
Jean-Marc Vallée,212.0,2.766179841269841,7.466666666666666
Steve Box,9.0,1.8689515666666667,7.5
Qasim Basir,13.0,0.0,6.7
Jonathan Demme,438.0,2.218814333318918,7.1
Jonathan Teplitzky,6.0,0.2463935,7.1
Shintaro Shimosawa,29.0,0.0,5.3
Rick Famuyiwa,44.0,2.884364130952381,6.4
Gabriele Muccino,125.0,1.1617637584415585,6.975
Brian Dannelly,12.0,1.757343,6.9
Ava DuVernay,151.0,1.496725,7.0
David Twohy,123.0,1.1164934906832298,6.675000000000001
Jon Knautz,10.0,0.0,5.633333333333333
Nae Caranfil,34.0,0.0,7.1
Ritesh Batra,25.0,4.2315,7.8
Jeff Garlin,522.0,0.129712,6.2
Roger Spottiswoode,55.0,0.3965850632899113,6.3
Christopher McQuarrie,188.0,1.1698265993137256,7.025
Jeff Crook,5.0,0.0,4.6
Jennifer Yuh Nelson,90.0,1.1015350733333333,7.3
Mark Young,14.0,0.0,5.4
Daryl Wein,38.0,5.092133333333333,6.2
Andy Cadiff,3.0,0.5299788695652173,6.1
Mathieu Amalric,412.0,0.0,6.3
Joe Carnahan,248.0,1.8507340099346408,6.8999999999999995
Katie Aselton,224.0,0.0,4.7
Robert M. Young,0.0,0.0,7.1
Joe Roth,148.0,1.58926244375,5.45
James Toback,56.0,0.9802005454545455,5.25
Leslye Headland,21.0,0.13942266666666667,5.3
Karan Johar,160.0,0.16978522714285713,7.0
Jeremy Brock,16.0,0.0,6.8
Jason Friedberg,82.0,1.4152986525,2.6
Marc Forster,395.0,1.7064034750548245,7.15
Alain Resnais,752.0,0.0,6.3
Stephen Chow,0.0,0.30137355,7.2
Peter Atencio,10.0,1.3710884666666667,6.4
Brian De Palma,0.0,1.326913318859083,6.683333333333334
Neill Blomkamp,662.0,1.7694255758947055,7.166666666666667
Daniel Lee,10.0,0.0005570230769230769,6.15
Anthony Hemingway,143.0,0.859923948275862,5.9
Mamoru Hosoda,99.0,1.9257502,5.9
Gabriela Tagliavini,20.0,0.0,3.2
Benson Lee,9.0,0.44441775,5.0
Lowell Sherman,16.0,0.0,6.5
Adam Green,134.0,0.0,5.7
Jonathan English,9.0,0.0,6.2
Andrew Niccol,487.0,0.4859197516666667,6.88
Charlie Kaufman,0.0,0.14675833333333332,7.5
Grant Heslov,293.0,1.29664436,6.2
Jim Hanon,2.0,1.1703287,7.0
Stevan Mena,25.0,0.0,5.1
James Gray,115.0,0.4458377254464286,6.75
Robert Rodriguez,0.0,24.088850543004135,5.6923076923076925
Benni Diez,2.0,0.0,5.0
Matt Birch,0.0,0.0,6.95
Harold Ramis,11000.0,2.704163657315449,6.55
Yorgos Lanthimos,252.0,0.0,7.3
Joseph Ruben,29.0,0.519474,5.6
Andrew Hyatt,7.0,0.0,4.4
Paul W.S. Anderson,545.0,1.0098892744965036,5.99
James Foley,164.0,0.7257953466666667,6.833333333333333
D.W. Griffith,204.0,0.0,8.0
Raymond De Felitta,20.0,1.1117853333333334,7.4
Stefan C. Schaefer,0.0,0.0,5.7
David Webb Peoples,73.0,0.088229,6.5
Carlos Saura,98.0,0.002410444285714286,7.2
Brian Levant,32.0,1.709049114732143,4.816666666666666
Prachya Pinkaew,64.0,0.059527595,7.1
Alexander Witt,38.0,1.127557288888889,6.2
Alan Poul,16.0,1.0708926285714286,5.3
James Schamus,44.0,0.0,7.8
H.M. Coakley,0.0,0.0,4.9
Wolfgang Petersen,249.0,0.9498250086869747,6.857142857142857
Dennis Gansel,23.0,0.0,7.6
Graham Annable,7.0,0.8467939833333333,6.8
Sngmoo Lee,19.0,0.12587224444444445,6.3
Mary Harron,126.0,2.149631285714286,7.6
Paul Feig,176.0,2.238808578279666,5.9
Brandon Trost,32.0,0.67595,5.6
Mark Tonderai,13.0,4.580811304347826,5.6
Peter MacDonald,10.0,0.852628746031746,5.7
Russell Mulcahy,85.0,0.69412153,6.275
Kimberly Peirce,108.0,2.138637608333333,6.475
Melville Shavelson,5.0,0.0,7.2
Steve Rash,15.0,0.505800875,5.25
Adam Rifkin,89.0,0.1397675,6.5
David Ayer,452.7142857142857,1.6606159290396156,6.771428571428572
Tom Hanks,15000.0,1.0891088076923077,6.5
Michael Hoffman Jr.,32.0,0.0,3.5
Vivek Agnihotri,5.0,0.03266666666666666,4.8
Alan Parker,317.0,0.6074725454545454,7.033333333333334
Robert Marcarelli,0.0,1.6814069333333332,3.5
Don Coscarelli,152.0,0.8092056666666667,6.633333333333333
Terry George,83.0,1.3413085714285715,8.1
Annabel Jankel,5.0,0.4979872619047619,4.0
Theodore Melfi,51.0,3.394992153846154,7.3
Tod Williams,21.0,28.249961333333335,5.7
Oliver Blackburn,4.0,0.02042,5.2
Mark Romanek,132.0,1.396948625,7.0
Chuan Lu,14.0,0.0099935,7.7
Gary Sinyor,0.0,0.0,6.4
Michael Cristofer,49.0,0.38697059523809524,6.0
Robert Heath,0.0,0.0,5.6
Peter Berg,532.0,1.1960434336752754,6.666666666666667
Mark A.Z. Dippé,20.0,1.374183975,5.2
Ron Shelton,41.0,0.6380131505555555,5.9
Alan Alda,0.0,0.0,7.2
Craig Bolotin,7.0,0.45166176923076923,6.0
Leslie Small,15.0,6.4461814,7.1
Stephen Chbosky,139.0,1.3645053846153845,8.0
Tony Bill,23.0,0.21803813333333333,6.6
Adam Shankman,163.0,2.0446103731885823,5.9625
Ronald Neame,38.0,0.0,4.9
Rod Lurie,37.0,0.40623797056410255,6.6
Darren Stein,18.0,0.43884957142857145,5.5
Colin Minihan,6.0,0.0,6.1
Matthew Hastings,3.0,0.0,4.6
William Sachs,14.0,0.0,3.4
Gina Prince-Bythewood,107.0,2.4500870834054833,7.133333333333333
Gore Verbinski,563.0,1.2789366543914096,6.985714285714286
Kim Nguyen,16.0,0.0,7.2
Mark Neveldine,83.0,0.9040596499371973,5.5600000000000005
Cheryl Dunye,17.0,0.0,4.5
Lukas Moodysson,187.0,0.0,7.9
Jon Hurwitz,22.0,2.1542143833333336,6.65
Stephen Herek,65.0,2.8948427626939948,6.125
Jaume Balagueró,57.0,0.523849942722372,6.675
James Marsh,120.0,2.6752311000000004,7.75
Mike Nawrocki,12.0,1.3366585357142857,6.15
Claude Miller,27.0,0.004128,6.9
Anthony Minghella,333.0,2.051952906215815,7.3
Alex Cox,92.0,0.0,6.9
Richard J. Lewis,12.0,0.0,7.3
Ray Lawrence,10.0,0.0266586,6.4
Russell Holt,0.0,0.4463252,6.9
Jorge Gaggero,0.0,0.0,7.2
Michael Cuesta,52.0,1.0601567428571428,7.1
Scott Mann,8.0,0.0,6.1
Fedor Bondarchuk,35.0,0.0,5.3
Reginald Hudlin,71.0,1.1906717063740857,5.266666666666667
Demian Lichtenstein,11.0,0.37472933333333336,5.9
Nora Ephron,0.0,1.4292286833333332,6.166666666666667
William Kaufman,58.0,0.0,5.300000000000001
Michael Curtiz,345.0,0.0,7.433333333333333
Matt Walsh,490.0,0.0,5.4
Neil LaBute,119.0,39.03274035606061,6.566666666666666
Gil Kenan,27.0,0.5626342454545454,6.55
Cassandra Nicolaou,0.0,0.0,6.0
Robby Henson,9.0,0.40787833333333334,5.1
John Herzfeld,17.0,0.2901837619047619,6.0
Nicholaus Goossen,4.0,0.0,7.0
Peter Ho-Sun Chan,31.0,0.00322445,7.1
Steven Quale,77.0,1.007731595,5.85
John Fortenberry,12.0,1.7838203529411765,6.2
Tommy Oliver,66.0,0.0,7.1
Pat O'Connor,7.0,0.629454125,6.7
Isaac Florentine,81.0,0.0,4.9
James Mather,4.0,0.7145785,6.1
Josh Trank,128.0,2.1054261166666666,5.233333333333333
Mary Lambert,52.0,2.672576556521739,5.6
Steve Miner,49.0,5.36444366182122,5.76
Robert Zemeckis,0.0,2.547733999009092,7.307692307692308
Nate Parker,664.0,0.0,5.4
Alfred Hitchcock,13000.0,4.956955041657011,7.350000000000001
Ariel Vromen,34.0,0.3234567007936508,6.6
Tay Garnett,10.0,0.0,7.5
Diane Keaton,0.0,0.6006318166666667,4.7
Rich Christiano,14.0,0.018518787878787878,5.6
Kevin Hooks,114.0,0.684,5.3
William Shatner,0.0,1.9859729856115107,5.4
Dan Trachtenberg,16.0,4.793147666666667,7.3
Tommy O'Haver,13.0,0.590071401948052,6.05
Mikel Rueda,0.0,0.0,7.2
Jim Jarmusch,0.0,0.0,7.5
Allan Dwan,23.0,0.0,7.2
Hart Bochner,157.0,0.54384675,6.5
Scott Waugh,76.0,0.6601288939393939,6.5
Bernardo Bertolucci,973.0,0.9561789130434782,7.949999999999999
Tim Hill,25.0,1.491281381111111,5.4399999999999995
Lori Petty,923.0,0.0,6.5
Sean Byrne,18.0,0.0,6.7
Laslo Benedek,6.0,0.0,6.8
McG,368.0,0.905974045002787,6.083333333333333
Alan Yuen,0.0,0.0,6.2
Olivier Megaton,118.0,1.9613115777777776,6.233333333333334
Jesse Vaughan,10.0,0.8699882692307692,4.5
Johnnie To,143.0,0.0014118,7.3
M. Night Shyamalan,0.0,3.330877572804911,6.044444444444445
Ayan Mukerji,0.0,0.0,6.9
Marielle Heller,22.0,0.738501,6.9
Etan Cohen,164.0,2.2588441,6.0
Deepa Mehta,375.0,0.0,7.8
Debra Granik,81.0,3.2657455,7.2
Malcolm Goodwin,117.0,0.0,5.5
Geoffrey Sax,13.0,2.801442325,5.3
Adam McKay,285.0,1.759356551669928,6.916666666666668
John Cromwell,19.0,0.0,7.8
Sajid Khan,0.0,0.0,5.3
Nicholas Stoller,89.0,2.5933940285714288,6.44
Bob Fosse,189.0,0.0,7.4
Tommy Lee Wallace,24.0,5.76,4.6
Peter Segal,88.0,1.5071733375354406,6.185714285714285
Danny Leiner,8.0,2.8097927820512822,6.3
Justin Chadwick,56.0,0.5019957857142857,6.9
Josh Gordon,8.0,1.6989575030198447,6.199999999999999
David Silverman,30.0,2.4417649333333333,7.4
Colin Higgins,19.0,1.9914285714285713,5.8
Bill Muir,19.0,0.0,4.8
Ronny Yu,31.0,1.1009112351190478,5.5
Bruce Malmuth,6.0,0.0,6.4
John Lee Hancock,102.0,3.0809061552202937,6.840000000000001
Michael Jai White,2000.0,0.0,5.8
Kevin Rodney Sullivan,8.0,2.4780208883597883,5.7
James Isaac,52.0,1.146430090909091,4.4
Chris Wedge,77.0,1.9247011657438795,6.866666666666667
Alice Wu,13.0,0.0,7.6
Anthony Vallone,2.0,0.0,7.8
Louis Leterrier,255.0,1.1676315146757368,6.542857142857142
Joe Berlinger,31.0,1.7614209333333333,4.0
Ruggero Deodato,101.0,0.2,4.8
Pete Travis,38.0,0.857489369047619,6.933333333333333
Sylvain White,41.0,2.6618527071428573,5.800000000000001
Rawson Marshall Thurber,43.0,4.504552745810811,6.75
Christopher M. Bessette,0.0,0.0,5.4
Dave Payne,0.0,0.0,4.9
Diane English,15.0,1.630105696969697,4.9
Sammo Kam-Bo Hung,472.0,0.0,6.2
Robert Cary,0.0,0.062924,6.5
George A. Romero,0.0,0.20709293518518518,6.78888888888889
Mel Smith,302.0,0.0226792,6.2
Ben Falcone,265.0,3.1997599956896554,5.1
Kriv Stenders,25.0,0.0,7.5
Michael Hoffman,97.0,0.8876822435897435,6.866666666666667
Travis Legge,138.0,0.0,3.25
Richard Loncraine,12.0,0.6503960358422939,6.533333333333334
Hank Braxtan,6.0,0.0,4.0
Peter M. Cohen,0.0,1.3808356666666666,4.4
Scott Smith,2.0,0.0,7.7
Stuart Beattie,72.0,0.2932156615384615,5.1
Meiert Avis,0.0,0.11624066666666667,4.2
Joe Marino,0.0,0.0,2.6
Tomm Moore,45.0,0.10559738461538462,7.7
Gary Rogers,0.0,0.549112,3.3
Kat Coiro,28.0,0.021705376344086022,5.7
Martin Scorsese,17000.0,0.8976376217370975,7.659999999999999
Howard Deutch,41.0,0.5938790016666666,5.966666666666666
Jonathan Mostow,84.0,0.9673329096012544,6.549999999999999
Lexi Alexander,189.0,0.22709025714285713,6.0
Ricky Gervais,0.0,0.9967071351351351,6.4
Albert Brooks,745.0,0.7742824,5.6
Peter Lord,91.0,1.468882019191919,6.85
Michael Gornick,10.0,4.0,6.0
Zackary Adler,0.0,0.0,5.0
Ernie Barbarash,249.0,0.0009656666666666666,5.449999999999999
Evan Goldberg,133.0,1.6548488948863636,6.65
Daniel Barnz,33.0,0.8192616470588235,6.0
Jeb Stuart,11.0,0.08759722972972973,6.550000000000001
Aaron Hann,0.0,0.0,6.0
Woody Allen,11000.0,1.2549395388322173,7.009090909090909
Pou-Soi Cheang,3.0,0.0,6.0
Pitof,26.0,0.4019871,3.3
Bradley Parker,18.0,18.112929,5.0
Mike Figgis,81.0,4.490022319444445,6.5
Simon Wells,25.0,0.42554450208333333,5.65
Chuck Sheetz,6.0,1.595511347826087,6.5
Udayan Prasad,4.0,0.020454193548387095,6.8
Dave Green,13.0,1.799169420797721,6.05
Mark Andrews,56.0,1.2826063891891892,7.2
Frank Darabont,0.0,1.3053876719444444,7.9750000000000005
Orson Welles,0.0,0.003446521739130435,7.7
Blake Edwards,688.0,0.1,6.65
Tom Holland,85.0,2.7393665947712416,6.1
Jon Gunn,16.0,27.80232012736056,6.033333333333334
Mike Gabriel,12.0,2.5745454545454547,6.6
Steve Buscemi,12000.0,0.42147276923076926,6.9
Bob Dolman,7.0,3.0306281,5.6
Daniel Columbie,0.0,0.0,4.3
Terence Davies,25.0,0.3041803,7.1
Hideo Nakata,62.0,0.0,5.4
Thaddeus O'Sullivan,5.0,0.02800957142857143,6.7
Seth MacFarlane,3000.0,2.2109763200980392,6.5
Bill Paxton,0.0,0.5956285454545455,7.4
Christopher Landon,52.0,6.490669,5.0
Jon Avnet,50.0,0.6943555944444445,6.0
Paul Verhoeven,719.0,0.9377409173103698,6.716666666666666
Craig Mazin,82.0,0.3760956285714286,5.25
Akiva Goldsman,167.0,0.0003741833333333333,6.2
Takashi Yamazaki,7.0,0.0,6.1
James Ponsoldt,53.0,2.7407876,7.1
Claude Chabrol,324.0,0.001928475,6.6
Bruce Campbell,0.0,0.11537733333333333,6.3
Igor Kovalyov,5.0,4.187153458333333,5.9
Charles Shyer,14.0,0.22326565,6.2
Morgan Neville,9.0,4.94625,7.4
Mike Newell,179.0,2.371446141924362,6.8428571428571425
Noah Baumbach,387.0,1.888491088888889,7.033333333333334
Ang Lee,0.0,2.470446323725985,7.250000000000001
Catherine Jelski,0.0,0.0,4.2
Lena Dunham,969.0,5.996984615384616,6.3
Eric Nicholas,0.0,0.010018,6.1
Hue Rhodes,0.0,0.026491842105263157,5.8
Neal Brennan,23.0,0.0,5.8
Benny Boom,23.0,3.3390136666666668,5.9
Scott Cooper,108.0,2.4442638440741646,7.033333333333334
Sean Anders,51.0,1.317855719423559,6.125
Ken Kwapis,42.0,1.4158059948214285,6.199999999999999
Rick Rosenthal,28.0,2.0173101333333334,4.1
Wayne Wang,61.0,1.1850893595721188,6.0200000000000005
Gillian Armstrong,44.0,1.7139231979166665,7.0
Susan Stroman,38.0,0.43061615555555555,6.4
Jon Favreau,4000.0,2.103650672366443,7.128571428571427
Bill Benenson,0.0,0.0,7.4
Kinka Usher,18.0,0.45623984615384616,6.0
Corbin Bernsen,1000.0,0.0,5.7
Tran Anh Hung,157.0,0.0,5.5
Kate Barker-Froyland,4.0,0.0033666666666666667,5.8
Niki Caro,51.0,2.2005137930905696,7.433333333333333
Patrick Tatopoulos,148.0,1.3086375714285714,6.6
Émile Gaudreault,9.0,1.2479116,6.7
Fred Zinnemann,160.0,0.0,7.76
John Schultz,13.0,1.5016152101851852,5.3999999999999995
Fatih Akin,766.0,0.06859625,7.3
Richard Raymond,10.0,0.03591325,6.0
Guy Ritchie,0.0,2.3291151264305556,7.262499999999999
Frank LaLoggia,7.0,0.3627955319148936,6.7
Jay Levey,3.0,1.2314314,7.0
James O'Brien,7.0,0.0,4.0
Rob McKittrick,6.0,5.367036333333333,6.8
Emma-Kate Croghan,0.0,0.84914,6.4
Sam Taylor-Johnson,456.0,2.0768485625,5.65
Daniel Taplitz,2.0,0.0,5.5
George Gallo,269.0,0.37108620833333333,5.949999999999999
Max Joseph,31.0,1.795005,6.1
Paul Bolger,0.0,0.33020938297872343,4.5
Brad Copeland,8.0,0.0,6.6
Roger Kumble,16.0,1.5697239153931342,5.266666666666667
Andrew Fleming,26.0,0.9901319471153845,6.15
Tara Subkoff,37.0,0.0,3.3
Joe Chappelle,13.0,3.0253896,4.9
Gerry Lively,93.0,0.0,4.9
Kerry Conran,14.0,0.5394297142857143,6.1
Vadim Perelman,26.0,0.45248110416666665,7.0
Michael Rymer,48.0,1.4331929857142858,5.65
Charles Robert Carner,18.0,0.5508853333333333,3.1
Dean Parisot,23.0,1.0050664768253967,6.275
Benedikt Erlingsson,4.0,0.0011835,6.9
Denzel Washington,18000.0,1.8506639333333332,7.449999999999999
Vipul Amrutlal Shah,11.0,0.0,7.3
Michael Crichton,735.0,0.0,7.0
Richard E. Grant,554.0,0.03330042857142857,6.9
James McTeigue,160.0,0.7184344491987179,6.65
Akira Kurosawa,0.0,0.06931802310924369,8.1
Rob Hawk,97.0,0.0,5.0
Oliver Hirschbiegel,101.0,0.2979725180555555,7.1000000000000005
Ralph Ziman,5.0,0.002479,7.8
Nicholas Jarecki,27.0,0.6598569166666667,6.6
Joan Chen,643.0,0.943823275,5.5
Fred Durst,258.0,0.5003662173913044,5.1
Dean Israelite,16.0,1.860919,6.4
Ryan Coogler,0.0,10.510572484126985,7.6
Brad Peyton,62.0,1.0791591668449199,5.3999999999999995
Beeban Kidron,17.0,1.0050755,5.9
Amal Al-Agroobi,58.0,0.0,8.2
Gary Ross,378.0,2.3398547114765695,7.1000000000000005
Joseph Mazzella,0.0,0.0,4.8
Max Mayer,6.0,0.0,7.2
Tom Kalin,4.0,0.09443847826086957,5.9
Adam Rapp,9.0,0.028922285714285713,6.4
Andy Tennant,72.0,1.9357771101208148,6.25
Andrea Di Stefano,30.0,0.006286411764705882,6.6
Teddy Chan,3.0,0.0025823,6.7
K. King,3.0,0.0,3.5
John Gray,29.0,0.4533536222222222,5.3
David Hewlett,686.0,0.0,7.0
Dave Meyers,11.0,3.013454,4.3
Jean-Paul Rappeneau,22.0,0.0588432,7.0
Jon Poll,20.0,0.32919116666666665,7.0
Alex Kendrick,589.0,46.477674625,6.775
Angela Robinson,23.0,0.6738476114285714,5.0
Robert Kenner,11.0,0.0,7.9
Mabel Cheung,3.0,0.0,6.2
Michel Orion Scott,0.0,0.9749,7.4
George Ratliff,3.0,0.0030494444444444445,5.3
Rafa Lara,21.0,0.0169379,6.2
Ira Sachs,60.0,0.06279158333333333,6.15
Timothy Björklund,0.0,0.649135,5.8
Anna Muylaert,9.0,0.09393075,7.9
Kevin Greutert,52.0,2.3994719659090906,5.8
Niall Johnson,7.0,0.0,5.6
Damien O'Donnell,70.0,2.1950773684210527,6.9
Mike McCoy,16.0,5.834256083333333,6.5
C. Jay Cox,6.0,0.5142540588235295,6.45
Bo Zenga,10.0,0.0,3.6
Tuck Tucker,14.0,4.561649666666667,5.9
Mira Nair,300.0,0.8621379653679654,6.68
Joe Nussbaum,18.0,0.9265092669191919,5.666666666666667
James Wan,0.0,15.773699037781954,7.2
Harry Gantz,0.0,0.0,4.7
Jem Cohen,6.0,0.0,6.0
Spike Jonze,0.0,1.2031422033550432,7.575
Tony Jaa,0.0,0.00034018333333333335,6.2
Brian Henson,53.0,2.2734589166666668,7.7
Babar Ahmed,0.0,0.0,3.2
Frank Sebastiano,3.0,0.16964285714285715,6.0
Corey Yuen,23.0,0.022872095238095237,4.8
Josef Rusnak,9.0,0.96875,7.0
Hyung-rae Shim,26.0,0.16262384179104478,3.6
Harry Elfont,4.0,1.5908838045454545,5.9
Eric Eason,3.0,0.0,7.0
John Duigan,18.0,0.0007425238095238096,5.8
Andrew Berends,0.0,0.0,6.6
Danny DeVito,0.0,0.3622793982683983,6.266666666666666
Tim Robbins,0.0,1.8191756676136364,7.25
Dexter Fletcher,452.0,0.6863318260869565,7.5
Pierre Morel,180.0,1.6536056135576924,6.8500000000000005
Whit Stillman,89.0,6.5293511111111115,6.6
Neil Burger,168.0,1.3656064911764705,7.1
Brad Bird,663.0,1.2968731238428606,7.58
Johanna Schwartz,0.0,0.0,7.7
Ferzan Ozpetek,798.0,0.0,7.3
Marcio Garcia,74.0,0.0,5.5
Kris Isacsson,0.0,2.2261455555555556,4.9
David Hackl,43.0,2.6263876388888887,5.55
Jerome Elston Scott,3.0,0.0,7.2
Kevin Brodie,0.0,0.3068874285714286,6.3
Patricia Riggen,36.0,1.7381498461538463,7.033333333333334
Ron Underwood,31.0,0.7072779692929293,5.5
Vic Sarin,24.0,0.0,7.1
Fede Alvarez,201.0,3.1905797647058822,6.5
Gonzalo López-Gallego,17.0,3.536734,5.2
Jim Fall,13.0,2.510154705882353,5.3
Carl Rinsch,47.0,0.21884174285714286,6.3
Jon Shear,0.0,4.5649733333333335,7.0
Philip Zlotorynski,0.0,0.0,3.3
Dan Rush,7.0,0.542242,6.4
Patrice Leconte,83.0,0.0305838,7.3
Mark Rydell,43.0,3.4352941176470586,6.9
Rakeysh Omprakash Mehra,85.0,0.0,8.4
D. Stevens,6.0,0.0,3.9
Vincent Gallo,787.0,0.8069303666666666,6.25
Chad Kapper,0.0,0.0,3.4
Floyd Mutrux,11.0,0.011920857142857143,6.4
Stephen Gaghan,79.0,0.8204620666666668,6.3
George P. Cosmatos,170.0,1.9088712707070705,6.366666666666667
Lance Kawas,66.0,0.0,6.2
David Atkins,8.0,0.3375396666666667,5.8
Antoine Fuqua,845.25,1.2901041474157298,6.937500000000001
Ron Clements,63.0,3.009612202380952,7.3999999999999995
Mor Loushy,0.0,0.07589111111111112,7.2
Cary Bell,0.0,0.0,8.7
Paul McGuigan,118.0,0.4220971839947091,6.799999999999999
Bob Saget,799.0,0.38368015384615384,5.300000000000001
Daniel Stamm,13.0,22.772252777777776,5.6
Florian Henckel von Donnersmarck,207.0,2.331650546666667,6.833333333333333
Éric Tessier,0.0,0.0,6.6
David S. Goyer,687.0,2.0452947673076927,5.166666666666667
Niels Arden Oplev,76.0,0.18134876666666666,7.3
Guy Hamilton,82.0,4.9648656898656895,6.949999999999999
Theodore Witcher,28.0,1.2514138,7.4
Ashish R. Mohan,2.0,0.0,4.3
Michael D. Sellers,0.0,0.0287616,5.7
Kay Pollak,10.0,0.0003964,7.6
Yash Chopra,147.0,0.4198141565538208,7.4
James Ivory,133.0,1.4956992877306443,7.057142857142857
Christopher Spencer,25.0,2.7134625454545453,5.6
Timur Bekmambetov,335.0,0.4486871317460317,6.216666666666668
Adam Brooks,20.0,0.0,7.2
Andrew Bujalski,26.0,0.0,6.65
Gary Winick,56.0,4.890604976576577,6.14
Takashi Shimizu,70.0,6.487389525,5.45
Tim Heidecker,78.0,0.06693433333333333,5.3
Michael Bay,0.0,1.5251462771778803,6.63846153846154
James David Pasternak,0.0,0.006521666666666667,6.2
James Dodson,8.0,0.008250285714285713,6.2
William H. Macy,0.0,0.007488,7.5
Eric Leighton,0.0,1.0803769647058823,6.5
Patty Jenkins,260.0,7.659605333333333,7.3
André Øvredal,12.0,0.01269608040201005,7.0
Fernando Baez Mella,0.0,0.0,6.9
William Dear,50.0,0.0435778,5.6
Tim Blake Nelson,596.0,3.2034806,6.2
Hideaki Anno,28.0,0.0,8.2
Alex Garland,232.0,1.6960647333333334,7.7
Sarah Smith,6.0,0.46440491,7.1
William Cottrell,0.0,92.4627425,7.7
Michael Clancy,0.0,0.010850307692307692,6.7
Randall Rubin,0.0,0.0,6.2
